 108
   6.00000000000000        6.00000000000000        6.0000000000000
    52   -2.000000   -1.000000    0.000000    0.602240   -0.771875   -0.837143
    53   -1.000000   -1.000000   -1.000000    2.080135   -0.586182   -1.913418
    54    0.000000    0.000000   -1.000000   -1.192404   -0.046888   -0.502254
    55   -1.000000    0.000000    0.000000    1.065839   -0.853046    1.613637
    56    0.000000   -1.000000    0.000000   -0.815901    1.238591   -2.267158
    57    1.000000   -1.000000   -1.000000    0.381834    0.546683    1.190732
    58    2.000000    0.000000   -1.000000   -0.013855   -0.648188   -1.790728
    59    1.000000    0.000000    0.000000   -0.736724   -0.098088   -0.903067
    60    2.000000   -1.000000    0.000000   -0.515661    1.501494    0.102095
    61   -3.000000    1.000000   -1.000000   -1.058332   -0.560801   -1.460333
    62   -2.000000    2.000000   -1.000000    1.906257   -0.029288   -1.321550
    63   -3.000000    2.000000    0.000000   -0.324742    0.393385   -0.203401
    64   -2.000000    1.000000    0.000000    1.507824   -0.003671   -1.829516
    65   -1.000000    1.000000   -1.000000   -1.277598    2.064386   -1.901840
    66    0.000000    2.000000   -1.000000    0.551888    0.823721    0.857543
    67   -1.000000    2.000000    0.000000   -0.672336    0.623137    0.724477
    68    0.000000    1.000000    0.000000    0.282044   -1.266499    1.990922
    69    1.000000    1.000000   -1.000000   -0.263215    0.391149    0.905470
    70    2.000000    2.000000   -1.000000    1.948830    1.937468    0.784897
    71    1.000000    2.000000    0.000000    0.202314   -1.395880   -1.087830
    72    2.000000    1.000000    0.000000    0.782055   -0.310122   -1.465716
    73   -3.000000   -3.000000    1.000000   -0.015090    0.473533    0.945450
    74   -2.000000   -2.000000    1.000000    0.067635    2.284676    0.449336
    75   -3.000000   -2.000000    2.000000    0.319161   -0.696322   -0.680415
    76   -2.000000   -3.000000    2.000000    2.035462   -2.125609    0.802050
    77   -1.000000   -3.000000    1.000000    0.464518   -0.695777    0.226768
    78    0.000000   -2.000000    1.000000   -2.092744   -0.179243   -1.143403
    79   -1.000000   -2.000000    2.000000   -0.320393   -0.266258   -0.044651
    80    0.000000   -3.000000    2.000000    0.003686   -0.678983   -0.174166
    81    1.000000   -3.000000    1.000000    0.187666   -2.161350   -1.256434
    82    2.000000   -2.000000    1.000000    0.509839    0.610246   -1.012686
    83    1.000000   -2.000000    2.000000   -1.741009    0.892288   -0.167077
    84    2.000000   -3.000000    2.000000    0.703894   -0.021392   -0.424360
    85   -3.000000   -1.000000    1.000000   -0.848397    0.132742    0.475984
    86   -2.000000    0.000000    1.000000    0.832461    1.650840   -0.153231
    87   -3.000000    0.000000    2.000000    0.083214   -0.194643   -1.052000
    88   -2.000000   -1.000000    2.000000    1.144751   -1.112246    1.042532
    89   -1.000000   -1.000000    1.000000    0.328750   -0.835996   -1.540248
    90    0.000000    0.000000    1.000000    1.902105    1.926900   -0.550599
    91   -1.000000    0.000000    2.000000   -0.852602   -0.552644    2.301382
    92    0.000000   -1.000000    2.000000   -0.662108    1.004777    0.265077
    93    1.000000   -1.000000    1.000000    1.753037   -1.080123   -0.324704
    94    2.000000    0.000000    1.000000    0.687244    0.411978    0.768174
    95    1.000000    0.000000    2.000000    0.424979   -1.177274    1.864242
    96    2.000000   -1.000000    2.000000   -1.762014    0.375764    1.208804
    97   -3.000000    1.000000    1.000000   -1.586539    1.395963    0.116469
    98   -2.000000    2.000000    1.000000   -0.769346   -0.838877   -0.153835
    99   -3.000000    2.000000    2.000000    1.957564   -1.070671   -0.317273
   100   -2.000000    1.000000    2.000000   -1.104965   -0.017052   -0.095390
   101   -1.000000    1.000000    1.000000   -0.688304   -1.367889   -0.198875
   102    0.000000    2.000000    1.000000   -1.511768    1.115447    1.640161
   103   -1.000000    2.000000    2.000000    0.705680   -0.236597    0.718786
   104    0.000000    1.000000    2.000000    0.264800    0.812694    2.339601
   105    1.000000    1.000000    1.000000   -0.562993   -0.413598   -1.281386
   106    2.000000    2.000000    1.000000    0.477710   -0.666094    0.180145
   107    1.000000    2.000000    2.000000    0.699019    0.331863    0.009243
   108    2.000000    1.000000    2.000000    0.377822   -1.098942    0.470159
