 108
   6.00000000000000        6.00000000000000        6.0000000000000
     1   -3.000000   -3.000000   -3.000000    0.320306    1.337469    0.090432
     2   -2.000000   -2.000000   -3.000000   -0.764480    0.185977   -1.081845
     3   -3.000000   -2.000000   -2.000000    1.043766    1.042474    0.831124
     4   -2.000000   -3.000000   -2.000000    0.079508   -1.791062    0.156338
     5   -1.000000   -3.000000   -3.000000    0.584133    0.933381    0.145519
     6    0.000000   -2.000000   -3.000000   -0.132144   -0.461245    0.087449
     7   -1.000000   -2.000000   -2.000000    0.184954   -1.730787   -0.730135
     8    0.000000   -3.000000   -2.000000   -2.187223    0.413732    1.953738
     9    1.000000   -3.000000   -3.000000   -1.917898    0.270442   -0.556690
    10    2.000000   -2.000000   -3.000000    1.229008    0.110940    0.989995
    11    1.000000   -2.000000   -2.000000   -1.441211    0.213039   -0.078536
    12    2.000000   -3.000000   -2.000000    0.320879   -0.133497   -0.513701
    13   -3.000000   -1.000000   -3.000000   -1.165864   -1.653419   -1.031219
    14   -2.000000    0.000000   -3.000000   -0.648454   -0.073166   -1.350776
    15   -3.000000    0.000000   -2.000000    0.156263   -0.098450    1.809646
    16   -2.000000   -1.000000   -2.000000   -0.446314   -0.448871    0.735285
    17   -1.000000   -1.000000   -3.000000    0.788876   -0.847888   -1.274220
    18    0.000000    0.000000   -3.000000   -2.893419    0.966784    0.025126
    19   -1.000000    0.000000   -2.000000   -0.004662    0.315674   -0.060929
    20    0.000000   -1.000000   -2.000000   -0.487817    0.455711   -0.256126
    21    1.000000   -1.000000   -3.000000    0.001667    1.682198    0.706135
    22    2.000000    0.000000   -3.000000    0.752899   -1.740047    0.138076
    23    1.000000    0.000000   -2.000000    0.065857    0.467662    0.295071
    24    2.000000   -1.000000   -2.000000   -0.793500   -1.380835   -0.522060
    25   -3.000000    1.000000   -3.000000    0.434938   -0.049450   -1.051448
    26   -2.000000    2.000000   -3.000000    1.061295    0.766002    0.978801
    27   -3.000000    2.000000   -2.000000    0.367898    1.356602    0.884279
    28   -2.000000    1.000000   -2.000000    0.618931   -0.996077   -1.055035
    29   -1.000000    1.000000   -3.000000    1.103611   -0.044507   -1.597146
    30    0.000000    2.000000   -3.000000    1.105351   -1.467888   -0.423574
    31   -1.000000    2.000000   -2.000000   -1.080338    0.975743    2.768144
    32    0.000000    1.000000   -2.000000    0.778902    0.606303    0.136931
    33    1.000000    1.000000   -3.000000    1.011043   -1.296272    2.107005
    34    2.000000    2.000000   -3.000000   -1.099627    1.508162   -0.109442
    35    1.000000    2.000000   -2.000000   -1.307670   -0.652997    0.777777
    36    2.000000    1.000000   -2.000000    0.675319    0.460068    0.072441
    37   -3.000000   -3.000000   -1.000000    1.152728    0.166038    2.035163
    38   -2.000000   -2.000000   -1.000000   -1.593632    1.733812   -2.077864
    39   -3.000000   -2.000000    0.000000    0.688243    0.425555   -0.908563
    40   -2.000000   -3.000000    0.000000    0.309180   -0.442353   -0.254556
    41   -1.000000   -3.000000   -1.000000   -0.456445    0.371926    0.193857
    42    0.000000   -2.000000   -1.000000    1.648504   -0.807580    1.722865
    43   -1.000000   -2.000000    0.000000   -0.059880    0.252633    0.609537
    44    0.000000   -3.000000    0.000000   -0.318793   -1.116518   -1.863627
    45    1.000000   -3.000000   -1.000000    1.139282    1.314084   -0.399654
    46    2.000000   -2.000000   -1.000000   -0.360775   -0.126204    1.238118
    47    1.000000   -2.000000    0.000000   -0.576869    1.822732    0.378775
    48    2.000000   -3.000000    0.000000   -1.217705    0.424617   -0.709676
    49   -3.000000   -1.000000   -1.000000   -0.998946   -2.008070    1.219848
    50   -2.000000    0.000000   -1.000000   -1.650340   -0.202268    0.496902
    51   -3.000000    0.000000    0.000000    0.127453    0.108076   -1.617002
