                  108
   6.00000000       6.00000000       6.00000000    
                  108  -3.00000000      -3.00000000      -3.00000000      0.320306003       1.33746898       9.04320031E-02
                  108  -2.00000000      -2.00000000      -3.00000000     -0.764479995      0.185976997      -1.08184505    
                  108  -3.00000000      -2.00000000      -2.00000000       1.04376602       1.04247403      0.831124008    
                  108  -2.00000000      -3.00000000      -2.00000000       7.95079991E-02  -1.79106200      0.156338006    
                  108  -1.00000000      -3.00000000      -3.00000000      0.584133029      0.933381021      0.145519003    
                  108   0.00000000      -2.00000000      -3.00000000     -0.132144004     -0.461245000       8.74489993E-02
                  108  -1.00000000      -2.00000000      -2.00000000      0.184954002      -1.73078704     -0.730135024    
                  108   0.00000000      -3.00000000      -2.00000000      -2.18722296      0.413731992       1.95373797    
                  108   1.00000000      -3.00000000      -3.00000000      -1.91789806      0.270442009     -0.556689978    
                  108   2.00000000      -2.00000000      -3.00000000       1.22900796      0.110940002      0.989995003    
                  108   1.00000000      -2.00000000      -2.00000000      -1.44121099      0.213038996      -7.85359964E-02
                  108   2.00000000      -3.00000000      -2.00000000      0.320879012     -0.133497000     -0.513701022    
                  108  -3.00000000      -1.00000000      -3.00000000      -1.16586399      -1.65341902      -1.03121901    
                  108  -2.00000000       0.00000000      -3.00000000     -0.648454010      -7.31659979E-02  -1.35077596    
                  108  -3.00000000       0.00000000      -2.00000000      0.156262994      -9.84499976E-02   1.80964601    
                  108  -2.00000000      -1.00000000      -2.00000000     -0.446314007     -0.448870987      0.735284984    
                  108  -1.00000000      -1.00000000      -3.00000000      0.788875997     -0.847887993      -1.27421999    
                  108   0.00000000       0.00000000      -3.00000000      -2.89341903      0.966784000       2.51260009E-02
                  108  -1.00000000       0.00000000      -2.00000000      -4.66200011E-03  0.315674007      -6.09290004E-02
                  108   0.00000000      -1.00000000      -2.00000000     -0.487816989      0.455711007     -0.256125987    
                  108   1.00000000      -1.00000000      -3.00000000       1.66700000E-03   1.68219805      0.706134975    
                  108   2.00000000       0.00000000      -3.00000000      0.752898991      -1.74004698      0.138076007    
                  108   1.00000000       0.00000000      -2.00000000       6.58570006E-02  0.467662007      0.295071006    
                  108   2.00000000      -1.00000000      -2.00000000     -0.793500006      -1.38083506     -0.522059977    
                  108  -3.00000000       1.00000000      -3.00000000      0.434938014      -4.94499989E-02  -1.05144799    
                  108  -2.00000000       2.00000000      -3.00000000       1.06129503      0.766001999      0.978801012    
                  108  -3.00000000       2.00000000      -2.00000000      0.367897987       1.35660195      0.884279013    
                  108  -2.00000000       1.00000000      -2.00000000      0.618930995     -0.996077001      -1.05503500    
                  108  -1.00000000       1.00000000      -3.00000000       1.10361099      -4.45070006E-02  -1.59714603    
